player_name,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_yards_after_catch,receiving_epa,racr,target_share,wopr
G.Kittle,0,0,0,0,NA,6,9,92,1,0,47,0.18711426068330184,1.0454545454545454,0.16363636363636364,0.4326885880077369
A.Barner,1,1,1,0,2.4609067732817493,3,3,21,0,0,14,1.4072979684569873,3,0.06,0.10286089238845145
