player_name,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_yards_after_catch,receiving_epa,racr,target_share,wopr
D.Singletary,9,25,0,0,-2.42747861740645,4,5,22,1,0,38,1.9713527340209112,-1.2941176470588236,0.08196721311475409,0.10264365243663626
T.Etienne,17,71,0,0,-1.4514731594389305,9,11,38,0,0,48,-1.442674785808352,-4.222222222222222,0.13095238095238096,0.1873768472906404
B.Irving,25,134,1,0,3.4166790596791543,11,11,49,0,1,96,-2.6175051102181897,-1.0425531914893618,0.18333333333333332,0.21666666666666665
K.Monangai,20,147,1,0,3.4107072812039405,4,4,35,0,0,25,0.7870995153789409,3.5,0.07142857142857142,0.12092238470191226
