player_name,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_yards_after_catch,receiving_epa,racr,target_share,wopr
J.Meyers,1,2,0,0,0.40403432701714337,3,3,68,1,0,18,7.881706439424306,1.36,0.061224489795918366,0.15617496998799518
C.Lamb,1,0,0,0,-0.837553194956854,13,17,197,3,0,47,16.961607656086176,0.8716814159292036,0.2786885245901639,0.7041087362523344
N.Collins,1,7,0,0,0.906610255362466,7,10,75,1,0,8,4.906799838790158,0.625,0.11494252873563218,0.27780902522389994
D.Vele,0,0,0,0,NA,12,16,133,1,0,31,10.284276557795238,1.0075757575757576,0.19047619047619047,0.41847290640394086
A.Mitchell,0,0,0,0,NA,9,15,123,0,0,26,8.644262707442977,0.5189873417721519,0.2542372881355932,0.7772986529671129
M.Lemon,1,-5,0,0,-1.328937416896224,4,5,9,0,0,4,-1.3905188071075827,0.6923076923076923,0.08928571428571429,0.15153011881735284
